Name,Size,Type,Alignment,AC,HP,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Passive_Perception,Senses,Languages,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Habitat,Treasure,Gear,Traits,Actions,Reactions,Bonus_Actions,Legendary_Actions,Legendary_Actions_Num,Legendary_Actions_Desc,Source_Name,Image_URL
Earth Elemental,Large,elemental,Neutral,17 (Natural Armor),126 (12d10+60),"30 ft., burrow 30 ft.",5,"1,800",20,+5,8,-1,20,+5,5,-3,10,+0,5,-3,,,10,"Darkvision 60 Ft., Tremorsense 60 Ft.",Terran,Thunder,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks",Poison,"Exhaustion, Paralyzed, Petrified, Poisoned, Unconscious",,,,"Earth Glide: The elemental can burrow through nonmagical, unworked earth and stone. While doing so, the elemental doesn't disturb the material it moves through. | Siege Monster: The elemental deals double damage to objects and structures.",Multiattack: The elemental makes two slam attacks. | Slam: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390062658/ruwRcVrNcZBLrOEHU8uPnA/original.png
Efreeti,Large,elemental,Lawful Evil,17 (Natural Armor),200 (16d10+112),"40 ft., fly 60 ft.",11,"7,200",22,+6,12,+1,24,+7,16,+3,15,+2,16,+3,"Int +7, Wis +6, Cha +7",,12,Darkvision 120 Ft.,Ignan,,,,Fire,,,,,"Elemental Demise: If the efreeti dies, its body disintegrates in a flash of fire and puff of smoke, leaving behind only equipment the djinni was wearing or carrying. | Innate Spellcasting: The efreeti's innate spell casting ability is Charisma (spell save DC 15, +7 to hit with spell attacks). It can innately cast the following spells, requiring no material components:   At will: detect magic 3/day: enlarge/reduce, tongues 1/day each: conjure elemental (fire elemental only), gaseous form, invisibility, major image, plane shift, wall of fire",Multiattack: The efreeti makes two scimitar attacks or uses its Hurl Flame twice. | Scimitar:  | Hurl Flame: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390062668/Fy_H49JXM1FciwUenzUElA/original.png
Elephant,Huge,beast,Unaligned,12 (Natural Armor),76 (8d12+24),40 ft.,4,"1,100",22,+6,9,-1,17,+3,3,-4,11,+0,6,-2,,,10,,,,,,,,,,,"Trampling Charge: If the elephant moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the elephant can make one stomp attack against it as a bonus action.",Gore:  | Stomp: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390062676/tILrYockLrNTDDx77F6_Dw/original.png
Elk,Large,beast,Unaligned,10,13 (2d10+2),50 ft.,1/4,50,16,+3,10,+0,12,+1,2,-4,10,+0,6,-2,,,10,,,,,,,,,,,"Charge: If the elk moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",Ram:  | Hooves: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390062710/cpZDYKRSb2hNCvsSuZH2OA/original.png
Erinyes,Medium,fiend (devil),Lawful Evil,18 (Plate),153 (18d8+72),"30 ft., fly 60 ft.",12,"8,400",18,+4,16,+3,18,+4,14,+2,14,+2,18,+4,"Dex +7, Con +8, Wis +6, Cha +8",,12,Truesight 120 Ft.,"Infernal, Telepathy 120 Ft.",,,"Cold; Bludgeoning, Piercing, And Slashing From Nonmagical Attacks That Aren't Silvered","Fire, Poison",Poisoned,,,,Hellish Weapons: The erinyes's weapon attacks are magical and deal an extra 13 (3d8) poison damage on a hit (included in the attacks). | Magic Resistance: The erinyes has advantage on saving throws against spells and other magical effects.,Multiattack: The erinyes makes three attacks | Longsword: two handed | Longsword: one handed | Longbow: The target must succeed on a dc 14 constitution saving throw or be poisoned The poison lasts until it is removed by the lesser restoration spell or similar magic,"Parry: The erinyes adds 4 to its AC against one melee attack that would hit it. To do so, the erinyes must see the attacker and be wielding a melee weapon.",,,,,Free Basic Rules (2014),https://files.d20.io/images/390062742/Q7tRyc8lW27Du1UJPeHLeQ/original.png
Ettercap,Medium,monstrosity,Neutral Evil,13 (Natural Armor),44 (8d8+8),"30 ft., climb 30 ft.",2,450,14,+2,15,+2,13,+1,7,-2,12,+1,8,-1,,"Perception +3, Stealth +4, Survival +3",13,Darkvision 60 Ft.,,,,,,,,,,"Spider Climb: The ettercap can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. | Web Sense: While in contact with a web, the ettercap knows the exact location of any other creature in contact with the same web. | Web Walker: The ettercap ignores movement restrictions caused by webbing.","Multiattack: The ettercap makes two attacks: one with its bite and one with its claws. | Bite: The target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success | Claws:  | Web (Recharge 5-6): The creature is restrained by webbing. As an action, the restrained creature can make a DC 11 Strength check, escaping from the webbing on a success. The effect also ends if the webbing is destroyed. The webbing has AC 10, 5 hit points, vulnerability to fire damage, and immunity to bludgeoning, poison, and psychic damage.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390062966/wjKE9hu8EU62zVklr391zw/original.png
Ettin,Large,giant,Chaotic Evil,12 (Natural Armor),85 (10d10+30),40 ft.,4,"1,100",21,+5,8,-1,17,+3,6,-2,10,+0,8,-1,,Perception +4,14,Darkvision 60 Ft.,"Giant, Orc",,,,,,,,,"Two Heads: The ettin has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious. | Wakeful: When one of the ettin's heads is asleep, its other head is awake.",Multiattack: The ettin makes two attacks: one with its battleaxe and one with its morningstar. | Battleaxe:  | Morningstar: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390062984/6xpjPGJ8feOBwyCmujPIvg/original.png
Fire Elemental,Large,elemental,Neutral,13,102 (12d10+36),50 ft.,5,"1,800",10,+0,17,+3,16,+3,6,-2,10,+0,7,-2,,,10,Darkvision 60 Ft.,Ignan,,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks","Fire, Poison","Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,,"Fire Form: The elemental can move through a space as narrow as 1 inch wide without squeezing. A creature that touches the elemental or hits it with a melee attack while within 5 ft. of it takes 5 (1d10) fire damage. In addition, the elemental can enter a hostile creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) fire damage and catches fire; until someone takes an action to douse the fire, the creature takes 5 (1d10) fire damage at the start of each of its turns. | Illumination: The elemental sheds bright light in a 30-foot radius and dim light in an additional 30 ft.. | Water Susceptibility: For every 5 ft. the elemental moves in water, or for every gallon of water splashed on it, it takes 1 cold damage.","Multiattack: The elemental makes two touch attacks. | Touch: If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063002/NBmXHoksptksTHOoed2lCQ/original.png
Fire Giant,Huge,giant,Lawful Evil,18 (Plate),162 (13d12+78),30 ft.,9,"5,000",25,+7,9,-1,23,+6,10,+0,14,+2,13,+1,"Dex +3, Con +10, Cha +5","Athletics +11, Perception +6",16,,Giant,,,,Fire,,,,,,Multiattack: The giant makes two greatsword attacks. | Greatsword:  | Rock: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063035/nImrBdix7dlCVskQp_Xgmw/original.png
Flesh Golem,Medium,construct,Neutral,9,93 (11d8+44),30 ft.,5,"1,800",19,+4,9,-1,18,+4,6,-2,10,+0,5,-3,,,10,Darkvision 60 Ft.,Understands The Languages Of Its Creator But Can't Speak,,,,"Lightning, Poison; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks That Aren't Adamantine","Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",,,,"Berserk: Whenever the golem starts its turn with 40 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points. The golem's creator, if within 60 feet of the berserk golem, can try to calm it by speaking firmly and persuasively. The golem must be able to hear its creator, who must take an action to make a DC 15 Charisma (Persuasion) check. If the check succeeds, the golem ceases being berserk. If it takes damage while still at 40 hit points or fewer, the golem might go berserk again. | Aversion of Fire: If the golem takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn. | Immutable Form: The golem is immune to any spell or effect that would alter its form. | Lightning Absorption: Whenever the golem is subjected to lightning damage, it takes no damage and instead regains a number of hit points equal to the lightning damage dealt. | Magic Resistance: The golem has advantage on saving throws against spells and other magical effects. | Magic Weapons: The golem's weapon attacks are magical.",Multiattack: The golem makes two slam attacks. | Slam: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063043/ZXESXDR3PLKgwDC60jCUMQ/original.png
Flying Snake,Tiny,beast,Unaligned,14,5 (2d4),"30 ft., fly 60 ft., swim 30 ft.",1/8,25,4,-3,18,+4,11,+0,2,-4,12,+1,5,-3,,,11,Blindsight 10 Ft.,,,,,,,,,,Flyby: The snake doesn't provoke opportunity attacks when it flies out of an enemy's reach.,Bite: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063055/asBERIn3hkjbR2LtXZj5Vg/original.png
Flying Sword,Small,construct,Unaligned,17 (Natural Armor),17 (5d6),"0 ft., fly 50 ft. It can hover.",1/4,50,12,+1,15,+2,11,+0,1,-5,5,-3,1,-5,Dex +4,,7,Blindsight 60 Ft. (Blind Beyond This Radius),,,,,"Poison, Psychic","Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned",,,,"Antimagic Susceptibility: The sword is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the sword must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute. | False Appearance: While the sword remains motionless and isn't flying, it is indistinguishable from a normal sword.",Longsword: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390057659/MlIiro_0bLe1LIox-ZStRg/original.png
Frog,Tiny,beast,Unaligned,11,1 (1d4-1),"20 ft., swim 20 ft.",0,10,1,-5,13,+1,8,-1,1,-5,8,-1,3,-4,,"Perception +1, Stealth +3",11,Darkvision 30 Ft.,,,,,,,,,,"Amphibious: The frog can breathe air and water | Standing Leap: The frog's long jump is up to 10 ft. and its high jump is up to 5 ft., with or without a running start.",,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063066/ue2oJjZmqrnauEVii6A0jQ/original.png
Frost Giant,Huge,giant,Neutral Evil,15 (Patchwork Armor),138 (12d12+60),40 ft.,8,"3,900",23,+6,9,-1,21,+5,9,-1,10,+0,12,+1,"Con +8, Wis +3, Cha +4","Athletics +9, Perception +3",13,,Giant,,,,Cold,,,,,,Multiattack: The giant makes two greataxe attacks. | Greataxe:  | Rock: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063117/3sY7YVG18a8EAKbMaI_FLA/original.png
Gargoyle,Medium,elemental,Chaotic Evil,15 (Natural Armor),52 (7d8+21),"30 ft., fly 60 ft.",2,450,15,+2,11,+0,16,+3,6,-2,11,+0,7,-2,,,10,Darkvision 60 Ft.,Terran,,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks That Aren't Adamantine",Poison,"Exhaustion, Petrified, Poisoned",,,,"False Appearance: While the gargoyle remains motionless, it is indistinguishable from an inanimate statue.",Multiattack: The gargoyle makes two attacks: one with its bite and one with its claws. | Bite:  | Claws: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063130/9iMbApiJ3qnGgBiRCvBbqQ/original.png
Gelatinous Cube,Large,ooze,Unaligned,6,84 (8d10+40),15 ft.,2,450,14,+2,3,-4,20,+5,1,-5,6,-2,1,-5,,,8,Blindsight 60 Ft. (Blind Beyond This Radius),,,,,,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone",,,,"Ooze Cube: The cube takes up its entire space. Other creatures can enter the space, but a creature that does so is subjected to the cube's Engulf and has disadvantage on the saving throw. Creatures inside the cube can be seen but have total cover. A creature within 5 feet of the cube can take an action to pull a creature or object out of the cube. Doing so requires a successful DC 12 Strength check, and the creature making the attempt takes 10 (3d6) acid damage. The cube can hold only one Large creature or up to four Medium or smaller creatures inside it at a time. | Transparent: Even when the cube is in plain sight, it takes a successful DC 15 Wisdom (Perception) check to spot a cube that has neither moved nor attacked. A creature that tries to enter the cube's space while unaware of the cube is surprised by the cube.","Pseudopod:  | Engulf: The cube moves up to its speed. While doing so, it can enter Large or smaller creatures' spaces. Whenever the cube enters a creature's space, the creature must make a DC 12 Dexterity saving throw. On a successful save, the creature can choose to be pushed 5 feet back or to the side of the cube. A creature that chooses not to be pushed suffers the consequences of a failed saving throw. On a failed save, the cube enters the creature's space, and the creature takes 10 (3d6) acid damage and is engulfed. The engulfed creature can't breathe, is restrained, and takes 21 (6d6) acid damage at the start of each of the cube's turns. When the cube moves, the engulfed creature moves with it. An engulfed creature can try to escape by taking an action to make a DC 12 Strength check. On a success, the creature escapes and enters a space of its choice within 5 feet of the cube.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063363/0I37YfrXRbEhu8vqeVxAhQ/original.png
Ghast,Medium,undead,Chaotic Evil,13,36 (8d8),30 ft.,2,450,16,+3,17,+3,10,+0,11,+0,10,+0,8,-1,,,10,Darkvision 60 Ft.,Common,,,necrotic,poison,"charmed, exhaustion, poisoned",,,,"Stench: Any creature that starts its turn within 5 ft. of the ghast must succeed on a DC 10 Constitution saving throw or be poisoned until the start of its next turn. On a successful saving throw, the creature is immune to the ghast's Stench for 24 hours. | Turn Defiance: The ghast and any ghouls within 30 ft. of it have advantage on saving throws against effects that turn undead.","Bite:  | Claws: If the target is a creature other than an undead, it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390063376/Yz68OgK-Ka1FOaQyETru7A/original.png
