Name,CR,actual_hp,predicted_hp,hp_error,hp_error_pct,hp_baseline,feature_hp,feature_dpr,feature_ac,feature_attack,hp_after_phase2,hp_after_resist_immun_penalty,resist_immun_resistance_penalty,resist_immun_immunity_penalty,resist_immun_total_penalty,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,inflicts_prone,phase2_ac_deviation_contribution,phase2_attack_deviation_contribution,phase2_dpr_deviation_contribution,phase2_save_dc_deviation_contribution,phase2_has_advantage_condition_contribution,phase2_has_disadvantage_condition_contribution,phase2_has_attackers_advantage_contribution,phase2_inflicts_prone_contribution,phase2_total_contribution,has_legendary_resistance_scaled,has_regeneration_scaled,vulnerability_count,legendary_actions_per_round,has_spellcasting,size_ordinal_deviation,has_grapple,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,phase3_has_legendary_resistance_scaled,phase3_has_regeneration_scaled,phase3_vulnerability_count,phase3_legendary_actions_per_round,phase3_has_spellcasting,phase3_size_ordinal_deviation,phase3_has_grapple,phase3_inflicts_poisoned,phase3_inflicts_blinded,phase3_inflicts_charmed,phase3_inflicts_deafened,phase3_inflicts_frightened,phase3_inflicts_incapacitated,phase3_inflicts_paralyzed,phase3_inflicts_petrified,phase3_inflicts_restrained,phase3_inflicts_stunned,phase3_intercept,phase3_total_contribution
Gold Dragon Wyrmling,3.0,60,57.0,-3.0,-5.0,78.0,0.0,11.5,4,0,57.0,57.0,0.0,0.0,0.0,8.0,1.0,-2.0,0.0,0,0,0,0,-20.0,-3.0,2.0,-0.0,-0.0,0.0,0.0,-0.0,-21.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Giant Scorpion,3.0,52,74.07210491378352,22.07210491378352,42.44635560342985,78.0,0.0,0.0,0,0,72.5,72.5,0.0,0.0,0.0,2.0,-1.0,8.5,-1.0,0,0,0,0,-5.0,3.0,-8.5,5.0,-0.0,0.0,0.0,-0.0,-5.5,0.0,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Owlbear,3.0,59,72.07210491378352,13.07210491378352,22.156110023361897,78.0,0.0,0.0,0,0,70.5,70.5,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0,0,0,0,-0.0,-6.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,-7.5,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Phase Spider,3.0,32,64.17888505327906,32.17888505327906,100.55901579149706,78.0,0.0,0.0,0,0,88.5,88.5,0.0,0.0,0.0,0.0,-1.0,2.5,-2.0,0,0,0,0,-0.0,3.0,-2.5,10.0,-0.0,0.0,0.0,-0.0,10.5,0.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-8.536046360244809,0.0,-0.0,0.0,-0.0,-0.0,-17.35717350025966,-0.0,0.0,0.0,0.0,-24.321114946720947
Werewolf,3.0,58,80.25,22.25,38.362068965517246,78.0,0.0,0.0,0,0,107.0,80.25,0.0,26.75,26.75,-2.0,-1.0,-16.0,-1.0,0,0,0,0,5.0,3.0,16.0,5.0,-0.0,0.0,0.0,-0.0,29.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Winter Wolf,3.0,75,62.57336726944915,-12.42663273055085,-16.568843640734464,78.0,0.0,8.333333333333334,0,1,69.54166666666666,69.54166666666666,0.0,0.0,0.0,0.0,2.0,-3.6666666666666643,1.0,0,0,0,1,-0.0,-6.0,3.6666666666666643,-5.0,-0.0,0.0,0.0,-1.125,-8.458333333333336,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-6.9682993972175105
Mummy,3.0,58,67.25645018525111,9.256450185251111,15.959396871122605,78.0,0.0,0.0,0,0,90.5,79.1875,11.3125,0.0,11.3125,-2.0,0.0,-2.5,-1.0,0,0,0,0,5.0,-0.0,2.5,5.0,-0.0,0.0,0.0,-0.0,12.5,0.0,0.0,1,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,5.576066603175438,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.14994291766467027,-0.0,-17.35717350025966,-0.0,0.0,0.0,0.0,-11.931049814748892
Minotaur,3.0,76,73.94710491378352,-2.0528950862164805,-2.701177745021685,78.0,0.0,0.0,0,0,72.375,72.375,0.0,0.0,0.0,1.0,1.0,-6.0,1.0,0,0,0,1,-2.5,-3.0,6.0,-5.0,-0.0,0.0,0.0,-1.125,-5.625,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Veteran,3.0,58,84.5,26.5,45.689655172413794,78.0,0.0,0.0,0,0,84.5,84.5,0.0,0.0,0.0,4.0,0.0,-16.5,0.0,0,0,0,0,-10.0,-0.0,16.5,-0.0,-0.0,0.0,0.0,-0.0,6.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Black Pudding,4.0,85,92.17210491378351,7.172104913783514,8.437770486804135,100.8,0.0,4.0,0,0,120.8,90.6,0.0,30.2,30.2,-7.0,-1.0,0.5,0.0,0,0,0,0,17.5,3.0,-0.5,-0.0,-0.0,0.0,0.0,-0.0,20.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Ghost,4.0,45,10.878140453835105,-34.1218595461649,-75.8263545470331,100.8,70.56,0.0,0,0,56.739999999999995,35.4625,7.092499999999999,14.184999999999999,21.277499999999996,-3.0,-1.0,-11.0,-1.0,0,0,0,0,7.5,3.0,11.0,5.0,-0.0,0.0,0.0,-0.0,26.5,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.14994291766467027,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-24.584359546164894
Ettin,4.0,85,88.32814967861965,3.3281496786196527,3.915470210140768,100.8,0.0,0.0,0,0,102.8,102.8,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0,0,0,0,5.0,-3.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,2.0,0.0,0.0,0,0,0,1.0,0,0,1,1,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.14994291766467027,-0.0,-0.0,-0.0,0.0,0.0,0.0,-14.471850321380344
Chuul,4.0,93,77.47888505327904,-15.521114946720957,-16.68937091045264,100.8,0.0,0.0,0,0,101.8,101.8,0.0,0.0,0.0,2.0,0.0,-6.0,0.0,0,0,0,0,-5.0,-0.0,6.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0,0,0,1.0,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-8.536046360244809,0.0,-0.0,0.0,-0.0,-0.0,-17.35717350025966,-0.0,0.0,0.0,0.0,-24.321114946720947
Elephant,4.0,76,109.81920982756704,33.819209827567036,44.498960299430316,100.8,0.0,7.5,0,0,106.675,106.675,0.0,0.0,0.0,-2.0,2.0,2.0,-2.0,0,0,0,1,5.0,-6.0,-2.0,10.0,-0.0,0.0,0.0,-1.125,5.875,0.0,0.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.1442098275670394,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.1442098275670394
Red Dragon Wyrmling,4.0,75,86.63333333333333,11.633333333333326,15.5111111111111,100.8,0.0,11.666666666666666,4,0,86.63333333333333,86.63333333333333,0.0,0.0,0.0,7.0,0.0,-3.3333333333333357,0.0,0,0,0,0,-17.5,-0.0,3.3333333333333357,-0.0,-0.0,0.0,0.0,-0.0,-14.166666666666664,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Succubus,4.0,66,87.18098768250081,21.180987682500813,32.092405579546686,100.8,0.0,0.0,0,0,117.8,103.075,14.725,0.0,14.725,1.0,-1.0,-21.5,1.0,0,0,0,0,-2.5,3.0,21.5,-5.0,-0.0,0.0,0.0,-0.0,17.0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-15.894012317499193
Incubus,4.0,66,87.18098768250081,21.180987682500813,32.092405579546686,100.8,0.0,0.0,0,0,117.8,103.075,14.725,0.0,14.725,1.0,-1.0,-21.5,1.0,0,0,0,0,-2.5,3.0,21.5,-5.0,-0.0,0.0,0.0,-0.0,17.0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-15.894012317499193
Weretiger,4.0,120,93.25625,-26.743750000000006,-22.28645833333334,100.8,0.0,2.833333333333333,0,0,124.34166666666667,93.25625,0.0,31.085416666666667,31.085416666666667,-2.0,-1.0,-16.666666666666668,0.0,0,0,0,1,5.0,3.0,16.666666666666668,-0.0,-0.0,0.0,0.0,-1.125,23.541666666666668,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Couatl,4.0,97,44.063953639755184,-52.936046360244816,-54.573243670355474,100.8,0.0,0.0,10,0,70.13333333333333,52.599999999999994,0.0,17.53333333333333,17.53333333333333,15.0,2.0,-17.833333333333336,1.0,0,0,0,0,-37.5,-6.0,17.833333333333336,-5.0,-0.0,0.0,0.0,-0.0,-30.666666666666664,0.0,0.0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.536046360244809,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-8.536046360244809
Succubus (Incubus),4.0,66,87.18098768250081,21.180987682500813,32.092405579546686,100.8,0.0,0.0,0,0,117.8,103.075,14.725,0.0,14.725,1.0,-1.0,-21.5,1.0,0,0,0,0,-2.5,3.0,21.5,-5.0,-0.0,0.0,0.0,-0.0,17.0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-15.894012317499193
Wereboar,4.0,78,96.50625000000001,18.50625000000001,23.725961538461547,100.8,7.0,0.0,0,0,128.675,96.50625000000001,0.0,32.16875,32.16875,-4.0,-1.0,-18.0,-1.0,0,0,0,1,10.0,3.0,18.0,5.0,-0.0,0.0,0.0,-1.125,34.875,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Lamia,4.0,97,102.81142592961766,5.811425929617656,5.99116075218315,100.8,0.0,0.0,0,0,117.13333333333333,117.13333333333333,0.0,0.0,0.0,-1.0,-1.0,-5.833333333333332,-1.0,0,0,0,0,2.5,3.0,5.833333333333332,5.0,-0.0,0.0,0.0,-0.0,16.333333333333332,0.0,0.0,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-14.321907403715674
Hill Giant,5.0,105,123.22527913446189,18.225279134461886,17.357408699487507,114.0,0.0,0.0,0,0,114.5,114.5,0.0,0.0,0.0,-2.0,1.0,2.0,0.0,0,0,0,0,7.0,-4.0,-2.5,-0.0,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.725279134461887
Half-Red Dragon Veteran,5.0,65,108.60805419887144,43.60805419887144,67.0893141521099,114.0,0.0,8.833333333333334,0,0,117.33333333333333,117.33333333333333,0.0,0.0,0.0,3.0,-2.0,-4.666666666666664,0.0,0,0,0,0,-10.5,8.0,5.83333333333333,-0.0,-0.0,0.0,0.0,-0.0,3.3333333333333304,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.725279134461887
Gladiator,5.0,112,94.70816763379837,-17.291832366201632,-15.439136041251459,114.0,0.0,0.0,2,0,113.25,113.25,0.0,0.0,0.0,3.0,0.0,-9.0,0.0,0,0,0,1,-10.5,-0.0,11.25,-0.0,-0.0,0.0,0.0,-1.5,-0.75,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-9.816553231739741,-0.0,0.0,0.0,0.0,0.0,0.0,-18.54183236620163
Gorgon,5.0,114,103.08333333333334,-10.916666666666657,-9.576023391812857,114.0,0.0,5.333333333333333,0,0,103.08333333333334,103.08333333333334,0.0,0.0,0.0,4.0,1.0,-11.666666666666668,1.0,0,0,0,1,-14.0,-4.0,14.583333333333336,-6.0,-0.0,0.0,0.0,-1.5,-10.916666666666664,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otyugh,5.0,114,94.2946699160967,-19.705330083903306,-17.285377266581847,114.0,0.0,0.0,0,0,120.25,120.25,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0,0,0,0,3.5,4.0,-1.25,-0.0,-0.0,0.0,0.0,-0.0,6.25,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.943078005017483,-21.012252078885826,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-25.95533008390331
Roper,5.0,93,107.80692199498252,14.806921994982517,15.9214214999812,114.0,0.0,0.0,0,0,112.75,112.75,0.0,0.0,0.0,5.0,0.0,-13.0,0.0,0,0,0,0,-17.5,-0.0,16.25,-0.0,-0.0,0.0,0.0,-0.0,-1.25,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.943078005017483,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-4.943078005017483
Giant Crocodile,5.0,85,109.1572011294444,24.157201129444402,28.420236622875766,114.0,0.0,0.0,0,0,105.375,105.375,0.0,0.0,0.0,-1.0,1.0,0.5,1.0,0,0,0,1,3.5,-4.0,-0.625,-6.0,-0.0,0.0,0.0,-1.5,-8.625,0.0,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,-0.0,-0.0,0.0,8.725279134461887,-4.943078005017483,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,3.7822011294444042
Giant Shark,5.0,126,121.35027913446189,-4.649720865538114,-3.69025465518898,114.0,0.0,0.0,0,4,112.625,112.625,0.0,0.0,0.0,-2.0,6.0,-12.5,0.0,0,0,0,0,7.0,-24.0,15.625,-0.0,-0.0,0.0,0.0,-0.0,-1.375,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.725279134461887
Salamander,5.0,90,82.1920684574392,-7.8079315425607945,-8.675479491734215,114.0,0.0,7.0,0,0,114.375,107.2265625,7.1484375,0.0,7.1484375,0.0,0.0,4.5,-1.0,0,0,0,0,-0.0,-0.0,-5.625,6.0,-0.0,0.0,0.0,-0.0,0.375,0.0,0.0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,-20.09141603754332,-0.0,0.0,0.0,-4.943078005017483,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-25.0344940425608
Shambling Mound,5.0,136,118.93404232917365,-17.06595767082635,-12.548498287372317,114.0,0.0,0.0,0,0,131.25,131.25,0.0,0.0,0.0,0.0,0.0,-9.0,-1.0,0,0,0,0,-0.0,-0.0,11.25,6.0,-0.0,0.0,0.0,-0.0,17.25,0.0,0.0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.943078005017483,-0.0,-7.372879665808868,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-12.31595767082635
Triceratops,5.0,95,136.60027913446189,41.600279134461886,43.78976750995988,114.0,0.0,7.5,0,0,127.875,127.875,0.0,0.0,0.0,-2.0,2.0,-3.5,-2.0,0,0,0,1,7.0,-8.0,4.375,12.0,-0.0,0.0,0.0,-1.5,13.875,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.725279134461887
Troll,5.0,84,95.02237356289938,11.022373562899375,13.121873289165922,114.0,30.0,0.0,0,0,90.875,90.875,0.0,0.0,0.0,0.0,0.0,-5.5,0.0,0,0,0,0,-0.0,-0.0,6.875,-0.0,-0.0,0.0,0.0,-0.0,6.875,0.0,90.875,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.147373562899373,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.147373562899373
Wraith,5.0,67,132.36847086553811,65.36847086553811,97.56488188886286,114.0,0.0,0.0,0,0,150.5,141.09375,9.40625,0.0,9.40625,-2.0,-1.0,-14.0,-1.0,0,1,0,0,7.0,4.0,17.5,6.0,-0.0,2.0,0.0,-0.0,36.5,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.725279134461887
Werebear,5.0,135,99.08722086553811,-35.912779134461886,-26.602058618119916,114.0,0.0,0.0,0,0,143.75,107.8125,0.0,35.9375,35.9375,-5.0,0.0,-5.0,-1.0,0,0,0,0,17.5,-0.0,6.25,6.0,-0.0,0.0,0.0,-0.0,29.75,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.725279134461887
Water Elemental,5.0,114,115.76004699498252,1.7600469949825168,1.5439008727916814,114.0,0.0,0.0,0,0,128.75,120.703125,8.046875,0.0,8.046875,-1.0,0.0,-9.0,0.0,0,0,0,0,3.5,-0.0,11.25,-0.0,-0.0,0.0,0.0,-0.0,14.75,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.943078005017483,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-4.943078005017483
Xorn,5.0,73,97.77472086553811,24.774720865538114,33.93797378840838,114.0,0.0,0.0,0,0,106.5,106.5,0.0,0.0,0.0,4.0,-1.0,-2.0,0.0,0,0,0,0,-14.0,4.0,2.5,-0.0,-0.0,0.0,0.0,-0.0,-7.5,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.725279134461887
Night Hag,5.0,112,109.00909586553813,-2.9909041344618714,-2.6704501200552424,114.0,0.0,0.0,2,0,125.58333333333334,117.73437500000001,7.848958333333334,0.0,7.848958333333334,4.0,0.0,-15.666666666666671,-1.0,0,0,0,0,-14.0,-0.0,19.58333333333334,6.0,-0.0,0.0,0.0,-0.0,11.58333333333334,0.0,0.0,0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.725279134461887
Vampire Spawn,5.0,82,61.99021394623877,-20.009786053761232,-24.402178114342966,114.0,30.0,0.0,0,0,116.875,109.5703125,7.3046875,0.0,7.3046875,0.0,-1.0,-13.5,-2.0,0,0,0,0,-0.0,4.0,16.875,12.0,-0.0,0.0,0.0,-0.0,32.875,0.0,109.5703125,0,0,0,-1.0,1,0,0,0,0,0,1,0,0,1,0,0.0,5.000594413657471,-0.0,-0.0,0.0,-8.725279134461887,-4.943078005017483,-0.0,-0.0,-0.0,0.0,-0.0,-38.91233582793933,0.0,0.0,0.0,0.0,0.0,-47.58009855376123
Flesh Golem,5.0,93,95.71222086553811,2.7122208655381144,2.916366522083994,114.0,0.0,0.0,2,0,139.25,104.4375,0.0,34.8125,34.8125,-4.0,0.0,-9.0,0.0,0,0,0,0,14.0,-0.0,11.25,-0.0,-0.0,0.0,0.0,-0.0,25.25,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.725279134461887
Bulette,5.0,94,105.75,11.75,12.5,114.0,0.0,0.0,0,0,105.75,105.75,0.0,0.0,0.0,2.0,0.0,-5.0,1.0,0,0,0,1,-7.0,-0.0,6.25,-6.0,-0.0,0.0,0.0,-1.5,-8.25,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbed Devil,5.0,110,102.83722086553811,-7.162779134461886,-6.51161739496535,114.0,0.0,0.0,4,0,119.0,111.5625,7.4375,0.0,7.4375,4.0,-1.0,-12.0,0.0,0,0,0,0,-14.0,4.0,15.0,-0.0,-0.0,0.0,0.0,-0.0,5.0,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,-8.725279134461887,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.725279134461887
Air Elemental,5.0,90,121.171875,31.171875,34.63541666666667,114.0,0.0,0.0,0,0,129.25,121.171875,8.078125,0.0,8.078125,0.0,1.0,-7.0,-2.0,0,0,0,1,-0.0,-4.0,8.75,12.0,-0.0,0.0,0.0,-1.5,15.25,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earth Elemental,5.0,126,84.67420896245667,-41.325791037543326,-32.79824685519311,114.0,0.0,0.0,0,0,111.75,104.765625,6.984375,0.0,6.984375,2.0,1.0,-7.0,0.0,0,0,0,0,-7.0,-4.0,8.75,-0.0,-0.0,0.0,0.0,-0.0,-2.25,0.0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-20.09141603754332,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-20.09141603754332
Unicorn,5.0,67,52.12296640175208,-14.87703359824792,-22.204527758578983,114.0,0.0,0.0,2,0,120.625,120.625,0.0,0.0,0.0,-1.0,0.0,-4.5,0.0,1,1,0,1,3.5,-0.0,5.625,-0.0,-3.0,2.0,0.0,-1.5,6.625,0.0,0.0,0,3,1,0.0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,-0.0,-25.73003897287038,0.0,0.0,-0.0,-0.0,-0.0,-32.955441393637805,0.0,-9.816553231739741,-0.0,0.0,0.0,0.0,0.0,0.0,-68.50203359824793
Fire Elemental,5.0,102,116.015625,14.015625,13.740808823529413,114.0,0.0,5.0,0,0,123.75,116.015625,7.734375,0.0,7.734375,-2.0,-1.0,1.0,0.0,0,0,0,0,7.0,4.0,-1.25,-0.0,-0.0,0.0,0.0,-0.0,9.75,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
